stark,star1,star2,star3,totexpk,treadssk,tmathssk,totexp1,treadss1,tmathss1,totexp2,treadss2,tmathss2,treadss3,tmathss3,totexp3,schidkn,schid1n,schid2n,schid3n,tscorek,tscore1,tscore2,tscore3,sck,sc1,sc2,sc3,rak,ra1,ra2,ra3,white,black,other,boy,freelunk,freelun1,freelun2,freelun3
no,yes,yes,yes,,,,16,474,545,4,564,572,612,610,14,,11,11,11,,1019,1136,1222,,0,0,0,,1,1,1,1,0,0,1,,1,1,1
yes,yes,no,no,2,,,9,480,454,,,,,,,30,15,,,,934,,,1,0,,,0,0,,,0,1,0,1,1,1,,
no,yes,yes,yes,,,,3,450,488,30,541,535,578,608,22,,26,26,26,,938,1076,1186,,0,0,0,,0,0,0,0,1,0,1,,1,1,1
no,no,no,yes,,,,,,,,,,572,620,9,,,,63,,,,1192,,,,0,,,,0,1,0,0,1,,,,1
no,no,yes,yes,,,,,,,4,659,620,654,691,4,,,61,61,,,1279,1345,,,0,0,,,0,0,1,0,0,1,,,0,0
yes,yes,yes,yes,12,455,506,32,629,526,6,669,632,641,616,first year teacher,12,12,12,12,961,1155,1301,1257,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
no,yes,no,no,,,,1,477,502,,,,,,,,32,,,,979,,,,1,,,,0,,,0,1,0,1,,0,,
yes,no,no,no,1,,,,,,,,,,,,19,,,,,,,,0,,,,1,,,,0,1,0,1,1,,,
no,yes,yes,yes,,,,9,533,567,8,559,611,545,603,15,,63,63,63,,1100,1170,1148,,0,0,0,,1,1,1,1,0,0,1,,0,0,0
yes,no,no,no,10,436,454,,,,,,,,,,72,,,,890,,,,0,,,,1,,,,1,0,0,1,1,,,
no,no,yes,yes,,,,,,,14,,,,612,17,,,70,70,,,,,,,1,1,,,0,0,1,0,0,0,,,1,1
no,yes,yes,no,,,,14,590,612,18,584,584,,,,,10,10,,,1202,1168,,,0,0,,,1,1,,1,0,0,1,,,0,
yes,yes,yes,yes,10,416,489,5,475,526,31,532,515,578,556,8,68,68,68,68,905,1001,1047,1134,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1
no,no,no,yes,,,,,,,,,,604,601,19,,,,68,,,,1205,,,,0,,,,1,1,0,0,0,,,,1
yes,no,no,no,16,433,439,,,,,,,,,,22,,,,872,,,,0,,,,1,,,,0,1,0,0,1,,,
yes,yes,yes,yes,5,425,484,2,499,553,12,596,626,624,636,5,1,1,1,1,909,1052,1222,1260,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
yes,yes,yes,yes,first year teacher,422,484,19,509,526,19,,,622,672,24,46,46,46,46,906,1035,,1294,0,0,0,0,1,0,0,0,1,0,0,1,1,1,,0
no,no,yes,yes,,,,,,,17,573,561,588,612,38,,,9,9,,,1134,1200,,,0,0,,,1,1,1,0,0,0,,,1,0
yes,yes,yes,yes,1,434,528,32,471,549,4,547,577,599,604,11,27,27,27,16,962,1020,1124,1203,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1
yes,no,no,no,2,450,494,,,,,,,,,,25,,,,944,,,,0,,,,1,,,,1,0,0,0,0,,,
no,no,yes,yes,,,,,,,8,611,570,633,636,16,,,34,34,,,1181,1269,,,0,0,,,1,1,0,1,0,0,,,1,1
yes,yes,yes,yes,7,433,506,29,483,510,33,604,603,610,651,2,4,4,4,4,939,993,1207,1261,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0
no,no,no,yes,,,,,,,,,,631,614,12,,,,40,,,,1245,,,,0,,,,1,1,0,0,0,,,,0
no,no,yes,yes,,,,,,,10,571,561,641,642,10,,,24,24,,,1132,1283,,,1,1,,,0,0,0,0,1,1,,,1,1
yes,yes,yes,no,6,402,405,7,497,474,12,566,490,,,,2,2,2,,807,971,1056,,0,0,0,,0,1,1,,0,1,0,1,0,1,1,
no,no,no,yes,,,,,,,,,,713,691,9,,,,36,,,,1404,,,,0,,,,0,1,0,0,1,,,,0
yes,yes,yes,yes,11,425,484,16,527,512,5,579,615,629,618,22,75,75,75,75,909,1039,1194,1247,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
no,no,no,yes,,,,,,,,,,,,2,,,,67,,,,,,,,1,,,,0,1,0,0,1,,,,1
no,yes,no,no,,,,2,431,520,,,,,,,,28,,,,951,,,,1,,,,0,,,1,0,0,1,,1,,
no,no,no,yes,,,,,,,,,,626,620,11,,,,45,,,,1246,,,,0,,,,1,0,1,0,0,,,,1
yes,yes,yes,yes,13,510,576,11,604,601,13,637,699,,,37,11,11,11,11,1086,1205,1336,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
yes,yes,no,no,16,425,463,1,,,,,,,,,22,22,,,888,,,,0,0,,,1,0,,,0,1,0,1,1,1,,
no,no,yes,no,,,,,,,7,538,525,,,,,,44,,,,1063,,,,0,,,,1,,1,0,0,0,,,1,
no,no,no,yes,,,,,,,,,,567,538,3,,,,28,,,,1105,,,,0,,,,1,0,1,0,1,,,,1
no,yes,no,no,,,,7,490,520,,,,,,,,53,,,,1010,,,,0,,,,1,,,1,0,0,1,,1,,
no,no,no,yes,,,,,,,,,,,,15,,,,52,,,,,,,,0,,,,0,0,1,0,0,,,,
yes,no,no,no,17,414,468,,,,,,,,,,29,,,,882,,,,0,,,,1,,,,0,1,0,1,1,,,
yes,yes,yes,yes,14,430,559,17,,523,26,,,,601,14,70,70,70,70,989,,,,0,0,0,0,1,1,1,1,1,0,0,0,0,,0,0
yes,no,no,no,8,431,478,,,,,,,,,,28,,,,909,,,,1,,,,0,,,,0,1,0,1,1,,,
no,no,no,yes,,,,,,,,,,,,30,,,,1,,,,,,,,0,,,,1,1,0,0,0,,,,1
yes,yes,yes,yes,16,,,9,530,557,2,584,596,618,651,19,68,68,68,68,,1087,1180,1269,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0
yes,yes,no,no,6,436,478,3,487,493,,,,,,,19,19,,,914,980,,,0,0,,,0,0,,,0,1,0,0,1,1,,
no,no,no,yes,,,,,,,,,,593,629,18,,,,25,,,,1222,,,,1,,,,0,0,1,0,0,,,,1
no,yes,yes,yes,,,,1,571,529,22,582,552,599,567,15,,61,61,61,,1100,1134,1166,,0,0,0,,1,1,1,0,1,0,0,,0,0,1
no,yes,yes,yes,,,,9,590,557,5,602,611,614,594,3,,3,3,3,,1147,1213,1208,,0,0,0,,1,1,1,1,0,0,0,,0,0,0
no,no,yes,yes,,,,,,,9,550,536,585,580,26,,,22,22,,,1086,1165,,,0,0,,,1,0,0,1,0,0,,,1,1
yes,no,no,yes,1,427,513,,,,,,,593,599,25,21,,,21,940,,,1192,0,,,0,0,,,1,1,0,0,1,0,,,1
no,yes,yes,yes,,,,20,540,562,19,545,587,575,604,2,,65,65,65,,1102,1132,1179,,0,0,0,,1,1,1,1,0,0,1,,1,1,1
yes,yes,yes,yes,10,492,576,14,590,538,8,582,590,639,610,11,72,72,72,72,1068,1128,1172,1249,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
yes,yes,yes,yes,11,472,536,2,471,500,first year teacher,555,545,597,626,26,31,16,31,16,1008,971,1100,1223,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1
yes,yes,yes,no,1,442,528,25,,,2,,,,,,23,23,23,,970,,,,0,0,0,,0,0,0,,0,1,0,0,0,0,0,
yes,no,no,no,6,413,463,,,,,,,,,,7,,,,876,,,,1,,,,0,,,,1,0,0,1,1,,,
no,no,no,yes,,,,,,,,,,573,610,4,,,,21,,,,1183,,,,0,,,,0,0,1,0,1,,,,1
yes,yes,yes,yes,12,439,536,3,521,545,25,569,611,620,663,12,46,46,46,46,975,1066,1180,1283,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0
yes,yes,yes,yes,19,453,449,1,544,523,32,602,550,650,614,17,64,64,64,64,902,1067,1152,1264,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
no,yes,no,no,,,,11,533,567,,,,,,,,9,,,,1100,,,,0,,,,0,,,1,0,0,1,,0,,
yes,yes,no,no,13,428,478,17,482,507,,,,,,,48,48,,,906,989,,,0,0,,,1,0,,,1,0,0,1,1,1,,
yes,yes,yes,yes,27,422,478,27,533,523,10,588,559,612,568,4,40,40,40,40,900,1056,1147,1180,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1
no,yes,no,no,,,,2,450,484,,,,,,,,28,,,,934,,,,0,,,,0,,,0,1,0,0,,1,,
no,yes,yes,yes,,,,5,512,549,9,586,579,636,626,2,,29,29,29,,1061,1165,1262,,0,0,0,,0,0,0,0,1,0,0,,0,0,0
no,yes,yes,yes,,,,20,453,451,12,,,,,19,,9,9,9,,904,,,,0,1,1,,0,0,0,1,0,0,0,,1,1,1
no,yes,no,no,,,,15,530,562,,,,,,,,79,,,,1092,,,,1,,,,0,,,1,0,0,1,,0,,
no,yes,yes,yes,,,,2,477,505,15,591,541,,,18,,51,51,51,,982,1132,,,0,0,0,,1,1,1,1,0,0,0,,0,0,0
yes,yes,yes,yes,11,476,528,37,477,529,first year teacher,542,554,588,573,17,31,31,31,31,1004,1006,1096,1161,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1
yes,yes,yes,yes,first year teacher,421,444,first year teacher,527,557,14,599,577,647,616,6,4,4,4,4,865,1084,1176,1263,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
yes,yes,no,no,13,455,506,15,579,,,,,,,,37,37,,,961,,,,1,1,,,0,0,,,0,1,0,0,1,1,,
yes,yes,yes,no,first year teacher,414,439,31,490,529,24,,,,,,32,32,27,,853,1019,,,0,0,0,,1,1,0,,0,1,0,0,1,1,1,
no,no,yes,yes,,,,,,,2,557,590,624,624,13,,,80,80,,,1147,1248,,,0,0,,,0,0,1,0,0,1,,,0,0
no,no,yes,yes,,,,,,,24,550,632,557,576,5,,,27,27,,,1182,1133,,,0,0,,,0,0,0,1,0,1,,,1,1
yes,yes,yes,yes,8,,,2,463,470,8,547,531,572,589,14,28,28,28,28,,933,1078,1161,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1
yes,no,yes,yes,22,425,429,,,,,568,512,567,524,5,33,,19,19,854,,1080,1091,0,,0,0,1,,1,0,0,1,0,1,1,,1,1
yes,yes,yes,yes,21,402,478,3,548,532,4,554,568,616,599,13,20,20,20,20,880,1080,1122,1215,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0
no,no,yes,yes,,,,,,,15,584,626,618,672,20,,,41,41,,,1210,1290,,,0,0,,,0,0,1,0,0,1,,,,0
yes,no,no,no,8,397,412,,,,,,,,,,5,,,,809,,,,1,,,,0,,,,1,0,0,1,1,,,
yes,yes,yes,yes,4,455,547,8,548,572,9,588,626,629,645,9,13,13,13,13,1002,1120,1214,1274,1,1,1,1,0,0,0,0,1,0,0,1,0,0,,
no,no,no,yes,,,,,,,,,,,,26,,,,23,,,,,,,,0,,,,0,1,0,0,1,,,,1
yes,yes,no,no,21,439,423,1,453,451,,,,,,,40,40,,,862,904,,,0,0,,,1,0,,,1,0,0,0,1,1,,
yes,no,no,no,12,427,494,,,,,,,,,,74,,,,921,,,,1,,,,0,,,,1,0,0,1,0,,,
no,no,yes,yes,,,,,,,22,526,615,595,629,10,,,39,39,,,1141,1224,,,0,0,,,1,1,1,0,0,1,,,1,1
yes,yes,yes,yes,4,437,494,4,651,535,4,593,559,636,586,7,20,20,20,20,931,1186,1152,1222,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
yes,yes,no,no,12,490,626,15,604,653,,,,,,,10,10,,,1116,1257,,,1,1,,,0,0,,,1,0,0,1,0,0,,
yes,no,no,no,14,,,,,,,,,,,,42,,,,,,,,0,,,,0,,,,1,0,0,0,0,,,
yes,yes,yes,yes,8,410,478,10,553,526,4,604,557,602,629,4,61,61,61,61,888,1079,1161,1231,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
no,no,yes,yes,,,,,,,12,,,529,540,first year teacher,,,1,1,,,,1069,,,0,1,,,0,0,1,0,0,0,,,1,0
no,yes,yes,yes,,,,13,533,535,17,608,563,608,597,14,,51,51,51,,1068,1171,1205,,0,0,0,,0,0,1,0,1,0,1,,1,1,1
no,no,no,yes,,,,,,,,,,600,691,23,,,,63,,,,1291,,,,0,,,,0,1,0,0,1,,,,1
no,yes,yes,yes,,,,1,536,542,1,586,607,631,659,11,,45,45,45,,1078,1193,1290,,0,0,0,,1,1,1,0,1,0,1,,1,1,1
no,yes,no,no,,,,20,512,479,,,,,,,,37,,,,991,,,,0,,,,0,,,0,1,0,1,,1,,
no,no,no,yes,,,,,,,,,,622,610,12,,,,63,,,,1232,,,,1,,,,0,1,0,0,0,,,,0
yes,no,no,no,10,418,444,,,,,,,,,,72,,,,862,,,,0,,,,1,,,,1,0,0,1,1,,,
yes,yes,yes,yes,3,408,459,1,472,500,8,564,572,570,573,18,45,45,45,45,867,972,1136,1143,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1
yes,yes,yes,yes,8,397,500,13,516,529,18,571,568,608,629,13,78,78,78,78,897,1045,1139,1237,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
no,yes,yes,yes,,,,10,499,535,17,573,587,593,618,38,,9,9,9,,1034,1160,1211,,0,0,0,,1,1,1,1,0,0,1,,1,1,1
yes,no,no,no,14,439,444,,,,,,,,,,42,,,,883,,,,0,,,,0,,,,1,0,0,1,0,,,
no,yes,yes,no,,,,19,474,468,19,562,543,,,,,46,46,,,942,1105,,,0,0,,,0,0,,0,1,0,1,,1,1,
yes,no,yes,yes,24,430,513,,,,12,544,561,572,524,7,44,,44,44,943,,1105,1096,0,,1,1,0,,0,0,0,1,0,0,1,,1,1
yes,yes,yes,yes,2,430,513,31,487,557,1,582,632,624,624,12,71,71,71,71,943,1044,1214,1248,0,0,0,0,1,1,1,1,1,0,0,1,0,1,,0
no,yes,yes,yes,,,,17,490,529,28,568,620,,,1,,48,48,48,,1019,1188,,,0,0,0,,0,0,0,1,0,0,1,,1,,0
no,yes,yes,yes,,,,5,,472,35,555,525,560,573,14,,27,27,27,,,1080,1133,,0,0,0,,0,1,0,0,1,0,1,,1,1,1
yes,yes,yes,yes,13,428,434,1,475,477,8,544,531,,,15,51,51,51,51,862,952,1075,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
yes,yes,yes,yes,11,455,536,4,629,578,16,684,674,644,667,9,51,51,51,51,991,1207,1358,1311,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
yes,yes,yes,yes,8,451,444,8,558,518,13,579,574,608,622,13,66,66,66,66,895,1076,1153,1230,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0
yes,no,no,no,5,413,429,,,,,,,,,,24,,,,842,,,,1,,,,0,,,,0,1,0,1,1,,,
no,no,yes,yes,,,,,,,13,577,577,644,606,3,,,28,28,,,1154,1250,,,0,0,,,1,1,0,1,0,1,,,,1
yes,no,no,no,10,437,559,,,,,,,,,,30,,,,996,,,,0,,,,0,,,,0,1,0,1,1,,,
no,no,yes,no,,,,,,,6,596,674,,,,,,12,,,,1270,,,,0,,,,0,,1,0,0,0,,,1,
yes,yes,yes,yes,12,487,536,14,651,592,8,604,639,612,629,11,72,72,72,72,1023,1243,1243,1241,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1
yes,yes,yes,no,1,439,449,3,490,507,4,520,528,,,,20,20,20,,888,997,1048,,0,1,1,,1,0,0,,0,1,0,1,0,0,0,
yes,yes,no,no,24,451,602,2,433,433,,,,,,,30,30,,,1053,866,,,0,0,,,1,0,,,0,1,0,0,1,1,,
yes,yes,yes,yes,5,431,468,7,472,507,6,520,572,570,599,5,33,33,33,33,899,979,1092,1169,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1
yes,no,no,no,24,456,547,,,,,,,,,,22,,,,1003,,,,0,,,,0,,,,0,1,0,0,1,,,
yes,yes,yes,yes,16,430,506,11,571,553,31,622,582,624,642,7,69,69,69,69,936,1124,1204,1266,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
no,yes,no,no,,,,9,474,484,,,,,,,,25,,,,958,,,,0,,,,1,,,1,0,0,1,,0,,
no,yes,no,no,,,,8,,,,,,,,,,59,,,,,,,,0,,,,0,,,1,0,0,1,,1,,
no,no,yes,yes,,,,,,,31,627,699,665,700,7,,,69,69,,,1326,1365,,,0,0,,,0,0,1,0,0,0,,,0,0
no,yes,yes,yes,,,,20,530,449,18,,,580,573,17,,35,35,35,,979,,1153,,0,0,0,,0,0,0,1,0,0,0,,,0,
yes,yes,yes,yes,6,470,576,1,544,601,5,627,659,644,651,12,68,68,68,68,1046,1145,1286,1295,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0
no,no,yes,yes,,,,,,,33,618,632,610,634,2,,,4,4,,,1250,1244,,,0,0,,,1,1,1,0,0,0,,,1,1
yes,yes,yes,yes,2,434,520,25,527,578,4,573,626,661,667,29,16,16,16,16,954,1105,1199,1328,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1
yes,yes,yes,no,13,428,489,17,527,549,17,611,570,,,,79,79,79,,917,1076,1181,,0,0,0,,0,0,0,,1,0,0,1,0,0,0,
yes,yes,yes,yes,10,476,520,10,571,627,13,659,615,661,672,30,1,1,1,1,996,1198,1274,1333,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
yes,no,no,no,6,410,449,,,,,,,,,,16,,,,859,,,,0,,,,1,,,,0,1,0,0,1,,,
no,yes,yes,yes,,,,1,519,497,27,557,515,620,597,23,,52,52,52,,1016,1072,1217,,0,1,1,,0,0,0,1,0,0,0,,0,0,0
no,no,no,yes,,,,,,,,,,575,570,14,,,,44,,,,1145,,,,0,,,,0,0,1,0,1,,,,0
no,yes,yes,yes,,,,13,,,20,,,665,636,8,,77,77,77,,,,1301,,0,0,0,,0,0,0,1,0,0,1,,1,1,1
yes,no,no,no,3,461,528,,,,,,,,,,44,,,,989,,,,1,,,,0,,,,1,0,0,1,1,,,
no,no,no,yes,,,,,,,,,,629,629,5,,,,41,,,,1258,,,,1,,,,0,0,0,1,1,,,,0
no,no,no,yes,,,,,,,,,,575,596,15,,,,2,,,,1171,,,,0,,,,0,1,0,0,1,,,,0
yes,no,no,no,8,378,405,,,,,,,,,,70,,,,783,,,,1,,,,0,,,,1,0,0,0,1,,,
yes,yes,no,no,3,480,520,1,507,529,,,,,,,44,44,,,1000,1036,,,1,1,,,0,0,,,0,1,0,0,1,1,,
no,yes,yes,no,,,,1,463,505,12,,,,,,,22,22,,,968,,,,0,0,,,0,0,,0,1,0,1,,1,,
no,yes,yes,yes,,,,12,,557,14,,,,659,1,,70,70,70,,,,,,1,1,1,,0,0,0,1,0,0,0,,0,0,0
yes,yes,yes,no,13,425,513,18,536,549,15,627,590,,,,76,77,77,,938,1085,1217,,0,0,0,,1,1,1,,1,0,0,0,1,1,1,
no,no,yes,yes,,,,,,,14,518,550,604,603,33,,,22,22,,,1068,1207,,,1,1,,,0,0,0,1,0,1,,,1,1
no,no,yes,yes,,,,,,,10,542,531,564,550,30,,,19,19,,,1073,1114,,,0,0,,,0,1,0,1,0,0,,,1,1
no,yes,yes,yes,,,,23,604,578,8,622,639,633,667,16,,34,34,34,,1182,1261,1300,,0,0,0,,1,1,1,1,0,0,1,,0,0,0
no,no,no,yes,,,,,,,,,,600,577,9,,,,63,,,,1177,,,,0,,,,0,1,0,0,1,,,,1
no,yes,yes,yes,,,,25,544,532,23,591,557,600,618,14,,23,17,17,,1076,1148,1218,,0,1,1,,0,0,0,0,1,0,1,,1,1,1
no,no,no,yes,,,,,,,,,,525,531,16,,,,58,,,,1056,,,,0,,,,1,1,0,0,1,,,,0
no,yes,no,no,,,,6,579,567,,,,,,,,51,,,,1146,,,,0,,,,1,,,1,0,0,1,,0,,
yes,yes,yes,yes,first year teacher,445,506,8,579,578,1,588,639,647,645,7,59,59,59,59,951,1157,1227,1292,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
yes,yes,yes,yes,14,437,500,13,604,627,8,631,639,624,606,19,73,73,73,73,937,1231,1270,1230,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0
yes,yes,yes,no,8,424,478,13,494,578,18,,,,,,78,78,78,,902,1072,,,0,0,0,,0,0,0,,1,0,0,1,1,1,1,
no,no,no,yes,,,,,,,,,,612,579,6,,,,56,,,,1191,,,,1,,,,0,0,1,0,0,,,,1
no,yes,yes,yes,,,,7,426,505,8,500,518,,,8,,50,50,50,,931,1018,,,0,0,0,,0,0,0,1,0,0,0,,1,1,1
yes,yes,yes,yes,17,431,500,27,463,510,1,554,570,604,622,16,58,58,58,58,931,973,1124,1226,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0
yes,yes,yes,yes,1,450,528,first year teacher,544,553,20,669,632,657,672,28,76,77,77,77,978,1097,1301,1329,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
no,yes,yes,yes,,,,7,460,542,8,552,563,557,601,15,,51,51,51,,1002,1115,1158,,0,0,0,,0,0,0,0,1,0,1,,1,1,1
yes,yes,no,no,13,439,536,3,,472,,,,,,,55,55,,,975,,,,0,0,,,0,1,,,1,0,0,1,0,0,,
no,no,no,yes,,,,,,,,,,604,616,22,,,,58,,,,1220,,,,0,,,,0,1,0,0,0,,,,0
no,no,yes,no,,,,,,,18,,,,,,,,25,,,,,,,,0,,,,1,,0,1,0,0,,,1,
no,no,no,yes,,,,,,,,,,582,606,12,,,,80,,,,1188,,,,1,,,,0,1,0,0,1,,,,1
no,no,no,yes,,,,,,,,,,622,651,24,,,,24,,,,1273,,,,1,,,,0,0,1,0,1,,,,0
yes,yes,yes,yes,5,424,576,16,553,584,18,627,632,661,726,12,79,79,79,79,1000,1137,1259,1387,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
yes,yes,yes,yes,first year teacher,427,473,7,472,484,18,577,554,585,601,21,7,7,7,7,900,956,1131,1186,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
yes,yes,yes,yes,4,442,494,11,519,538,18,637,587,641,645,10,35,35,35,35,936,1057,1224,1286,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0
no,yes,yes,yes,,,,11,497,542,19,544,584,580,616,3,,57,57,57,,1039,1128,1196,,0,0,0,,0,0,0,1,0,0,1,,0,0,0
yes,yes,no,no,13,461,536,23,604,567,,,,,,,54,54,,,997,1171,,,0,1,,,0,0,,,1,0,0,1,0,0,,
yes,yes,yes,no,15,436,513,23,478,477,10,584,556,,,,21,21,21,,949,955,1140,,0,0,0,,1,0,0,,1,0,0,0,0,1,0,
no,no,yes,no,,,,,,,2,530,497,,,,,,19,,,,1027,,,,0,,,,1,,0,1,0,1,,,1,
no,no,yes,yes,,,,,,,13,604,596,644,639,30,,,1,1,,,1200,1283,,,0,0,,,1,1,1,0,0,1,,,1,1
yes,yes,yes,yes,4,448,489,10,530,601,26,637,611,661,663,17,62,62,62,62,937,1131,1248,1324,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1
no,yes,yes,yes,,,,7,453,505,9,,494,,,15,,51,51,51,,958,,,,0,0,0,,0,1,1,0,1,0,1,,1,1,1
yes,yes,yes,yes,8,465,536,10,651,592,19,659,632,675,659,16,9,9,9,9,1001,1243,1291,1334,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0
yes,yes,yes,yes,15,497,484,11,651,584,14,599,620,686,684,10,55,55,55,55,981,1235,1219,1370,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0
yes,no,no,no,11,425,506,,,,,,,,,,61,,,,931,,,,1,,,,0,,,,1,0,0,0,0,,,
yes,no,no,no,5,,,,,,,,,,,,37,,,,,,,,0,,,,0,,,,1,0,0,1,0,,,
no,yes,yes,yes,,,,9,492,520,2,555,554,569,559,19,,68,68,68,,1012,1109,1128,,0,0,0,,1,1,1,0,1,0,1,,1,1,1
no,yes,yes,no,,,,8,509,592,10,562,639,,,,,72,72,,,1101,1201,,,0,0,,,0,0,,1,0,0,0,,1,1,
no,no,yes,no,,,,,,,15,,,,,,,,9,,,,,,,,0,,,,0,,0,1,0,1,,,1,
yes,yes,yes,yes,8,442,444,11,527,520,6,586,554,631,596,7,57,57,57,57,886,1047,1140,1227,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0
no,no,no,yes,,,,,,,,,,647,645,5,,,,66,,,,1292,,,,1,,,,0,1,0,0,1,,,,0
yes,yes,yes,no,first year teacher,407,444,27,428,472,2,494,490,,,,19,19,19,,851,900,984,,0,0,0,,1,1,1,,0,1,0,1,1,1,1,
yes,yes,yes,yes,12,425,513,13,494,584,9,573,615,641,655,15,52,52,52,52,938,1078,1188,1296,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
yes,yes,no,no,16,434,434,3,497,505,,,,,,,22,22,,,868,1002,,,0,1,,,1,0,,,0,1,0,1,1,1,,
no,yes,no,no,,,,23,564,512,,,,,,,,21,,,,1076,,,,0,,,,0,,,1,0,0,1,,1,,
yes,yes,yes,yes,5,532,547,9,604,592,3,637,611,675,659,19,58,58,58,58,1079,1196,1248,1334,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
yes,yes,yes,yes,13,427,478,9,530,584,19,622,632,641,642,11,74,74,74,74,905,1114,1254,1283,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
yes,yes,no,no,3,403,473,13,579,553,,,,,,,78,78,,,876,1132,,,0,0,,,1,0,,,1,0,0,1,0,0,,
no,yes,no,no,,,,32,548,553,,,,,,,,20,,,,1101,,,,1,,,,0,,,0,1,0,0,,1,,
yes,yes,yes,yes,14,,,11,540,601,12,602,603,631,655,29,36,36,36,36,,1141,1205,1286,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
no,yes,yes,no,,,,17,,549,26,,,,,,,70,70,,,,,,,0,0,,,1,1,,1,0,0,0,,1,1,
no,no,yes,yes,,,,,,,21,530,587,582,614,32,,,51,51,,,1117,1196,,,0,0,,,1,1,1,0,0,0,,,0,0
no,no,no,yes,,,,,,,,,,569,579,22,,,,24,,,,1148,,,,0,,,,1,0,1,0,0,,,,0
no,yes,yes,yes,,,,first year teacher,558,538,16,599,582,610,634,1,,77,77,77,,1096,1181,1244,,0,0,0,,1,1,1,1,0,0,1,,0,0,0
yes,no,no,no,2,451,559,,,,,,,,,,40,,,,1010,,,,0,,,,0,,,,1,0,0,0,1,,,
yes,yes,yes,yes,24,448,463,24,514,512,11,579,561,578,612,20,22,22,22,22,911,1026,1140,1190,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
no,no,yes,yes,,,,,,,8,526,538,597,588,18,,,44,44,,,1064,1185,,,0,0,,,1,1,1,0,0,1,,,1,1
yes,yes,no,no,4,427,484,2,468,490,,,,,,,40,40,,,911,958,,,1,1,,,0,0,,,1,0,0,1,1,1,,
yes,yes,yes,yes,12,418,439,13,482,502,16,566,577,592,593,10,8,8,8,8,857,984,1143,1185,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1
yes,no,no,no,first year teacher,390,418,,,,,,,,,,44,,,,808,,,,0,,,,1,,,,0,1,0,1,1,,,
no,yes,yes,yes,,,,2,651,538,9,637,611,686,642,28,,20,20,20,,1189,1248,1328,,0,0,0,,1,1,1,0,1,0,1,,1,1,1
yes,yes,yes,yes,13,421,528,13,533,549,6,593,582,597,631,8,76,77,77,77,949,1082,1175,1228,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1
yes,yes,no,no,8,405,429,4,442,463,,,,,,,16,16,,,834,905,,,0,0,,,0,1,,,0,1,0,0,1,1,,
no,yes,yes,yes,,,,20,571,567,8,593,574,620,612,17,,51,51,51,,1138,1167,1232,,0,1,1,,1,0,0,1,0,0,1,,0,0,0
